,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,DISTANCE
365182,19,3,AS,KTN,WRG,837.0,0.0,0800-0859,934.0,0.0,82.0
365183,19,3,AS,JNU,ANC,1236.0,0.0,1200-1259,1420.0,0.0,571.0
365184,19,3,AS,SEA,KTN,639.0,0.0,0600-0659,749.0,0.0,680.0
365185,19,3,AS,ANC,CDV,1521.0,0.0,1500-1559,1609.0,0.0,160.0
365186,19,3,AS,JNU,SEA,2004.0,0.0,2000-2059,2315.0,0.0,909.0
365187,19,3,AS,CDV,YAK,1655.0,0.0,1700-1759,1740.0,0.0,213.0
365188,19,3,AS,YAK,JNU,1826.0,0.0,1800-1859,1908.0,0.0,198.0
365189,19,3,AS,SIT,JNU,1853.0,0.0,1900-1959,1944.0,0.0,95.0
365190,19,3,AS,KTN,SIT,1715.0,0.0,1700-1759,1819.0,0.0,183.0
365191,19,3,AS,JNU,ANC,2019.0,0.0,2000-2059,2202.0,0.0,571.0
365192,19,3,AS,SEA,KTN,1542.0,0.0,1500-1559,1638.0,0.0,680.0
365193,19,3,AS,KTN,JNU,2042.0,0.0,2000-2059,2143.0,0.0,234.0
365194,19,3,AS,SEA,KTN,1858.0,0.0,1800-1859,1946.0,0.0,680.0
365195,19,3,AS,ANC,JNU,2021.0,0.0,2000-2059,2153.0,0.0,571.0
365196,19,3,AS,JNU,SIT,2235.0,0.0,2200-2259,2311.0,0.0,95.0
365197,19,3,AS,JNU,SEA,745.0,0.0,0800-0859,1114.0,0.0,909.0
365198,19,3,AS,JNU,ANC,724.0,0.0,0700-0759,906.0,0.0,571.0
365199,19,3,AS,SEA,JNU,1004.0,0.0,1000-1059,1137.0,0.0,909.0
365200,19,3,AS,JNU,SEA,1249.0,0.0,1200-1259,1618.0,0.0,909.0
365201,19,3,AS,SEA,JNU,2141.0,0.0,2100-2159,2302.0,0.0,909.0
365202,19,3,AS,ANC,SEA,1151.0,0.0,1200-1259,1619.0,0.0,1448.0
365203,19,3,AS,SEA,ANC,606.0,0.0,0600-0659,840.0,0.0,1448.0
365204,19,3,AS,ANC,SEA,718.0,1.0,0600-0659,1204.0,1.0,1448.0
365205,19,3,AS,SEA,ANC,813.0,1.0,0700-0759,1057.0,1.0,1448.0
365206,19,3,AS,ANC,SEA,1549.0,0.0,1500-1559,2021.0,0.0,1448.0
365207,19,3,AS,ANC,SEA,755.0,0.0,0800-0859,1257.0,1.0,1448.0
365208,19,3,AS,ANC,SEA,953.0,0.0,0900-0959,1437.0,0.0,1448.0
365209,19,3,AS,SEA,ANC,947.0,0.0,0900-0959,1225.0,0.0,1448.0
365210,19,3,AS,ANC,SEA,1054.0,0.0,1100-1159,1523.0,0.0,1448.0
365211,19,3,AS,SEA,ANC,1103.0,0.0,1000-1059,1338.0,0.0,1448.0
365212,19,3,AS,SEA,ANC,1916.0,1.0,1800-1859,2147.0,1.0,1448.0
365213,19,3,AS,SEA,ANC,1924.0,0.0,1900-1959,2155.0,0.0,1448.0
365214,19,3,AS,SEA,ANC,2015.0,0.0,2000-2059,2252.0,0.0,1448.0
365215,19,3,AS,ANC,SEA,151.0,0.0,0001-0559,643.0,0.0,1448.0
365216,19,3,AS,SEA,FAI,1741.0,0.0,1700-1759,2023.0,0.0,1533.0
365217,19,3,AS,ANC,SEA,2230.0,1.0,2200-2259,241.0,0.0,1448.0
365218,19,3,AS,ANC,SEA,24.0,0.0,0001-0559,503.0,0.0,1448.0
365219,19,3,AS,SFO,JFK,2310.0,0.0,2300-2359,735.0,0.0,2586.0
365220,19,3,AS,FAI,ANC,515.0,0.0,0001-0559,618.0,0.0,261.0
365221,19,3,AS,SEA,ANC,2229.0,0.0,2200-2259,110.0,0.0,1448.0
365222,19,3,AS,ANC,SEA,302.0,1.0,0001-0559,749.0,1.0,1448.0
365223,19,3,AS,SEA,FAI,2133.0,0.0,2100-2159,9.0,0.0,1533.0
365224,19,3,AS,FAI,SEA,736.0,0.0,0700-0759,1226.0,0.0,1533.0
365225,19,3,AS,SEA,ANC,1701.0,1.0,1500-1559,1938.0,1.0,1448.0
365226,19,3,AS,ANC,SEA,114.0,0.0,0001-0559,632.0,1.0,1448.0
365227,19,3,AS,SEA,FAI,1158.0,0.0,1100-1159,1439.0,0.0,1533.0
365228,19,3,AS,PDX,ANC,2123.0,1.0,2100-2159,8.0,0.0,1542.0
365229,19,3,AS,FAI,SEA,2132.0,0.0,2100-2159,140.0,0.0,1533.0
365230,19,3,AS,ANC,FAI,557.0,0.0,0600-0659,701.0,0.0,261.0
365231,19,3,AS,FAI,SEA,126.0,0.0,0001-0559,619.0,0.0,1533.0
365232,19,3,AS,PDX,ANC,1059.0,0.0,1000-1059,1331.0,0.0,1542.0
365233,19,3,AS,FAI,SEA,1542.0,0.0,1500-1559,2021.0,0.0,1533.0
365234,19,3,AS,SEA,FAI,2331.0,0.0,2300-2359,205.0,0.0,1533.0
365235,19,3,AS,ANC,PDX,110.0,0.0,0001-0559,612.0,1.0,1542.0
365236,19,3,AS,ANC,SEA,1748.0,0.0,1700-1759,2221.0,0.0,1448.0
365237,19,3,AS,ANC,PDX,22.0,1.0,1900-1959,432.0,1.0,1542.0
365238,19,3,AS,LAS,SEA,555.0,0.0,0600-0659,841.0,0.0,867.0
365239,19,3,AS,LAS,SEA,655.0,0.0,0700-0759,931.0,0.0,867.0
365240,19,3,AS,SEA,HNL,802.0,0.0,0800-0859,1217.0,0.0,2677.0
365241,19,3,AS,ANC,FAI,1916.0,0.0,1900-1959,2012.0,0.0,261.0
365242,19,3,AS,SJC,KOA,724.0,0.0,0700-0759,1112.0,0.0,2384.0
365243,19,3,AS,ANC,LAX,2326.0,0.0,2300-2359,540.0,0.0,2345.0
365244,19,3,AS,ANC,OME,1011.0,0.0,1000-1059,1152.0,0.0,539.0
365245,19,3,AS,OME,ANC,1241.0,0.0,1200-1259,1405.0,0.0,539.0
365246,19,3,AS,ANC,OTZ,1620.0,0.0,1600-1659,1751.0,0.0,548.0
365247,19,3,AS,OTZ,OME,1830.0,0.0,1800-1859,1916.0,0.0,183.0
365248,19,3,AS,OME,ANC,2012.0,0.0,2000-2059,2129.0,0.0,539.0
365249,19,3,AS,OTZ,ANC,820.0,0.0,0800-0859,954.0,0.0,548.0
365250,19,3,AS,ANC,OTZ,605.0,0.0,0600-0659,747.0,0.0,548.0
365251,19,3,AS,SEA,ANC,1142.0,0.0,1100-1159,1414.0,0.0,1448.0
365252,19,3,AS,ADK,ANC,1638.0,0.0,1600-1659,2008.0,0.0,1192.0
365253,19,3,AS,ANC,ADK,1325.0,0.0,1300-1359,1542.0,0.0,1192.0
365254,19,3,AS,SEA,AUS,743.0,0.0,0700-0759,1349.0,0.0,1770.0
365255,19,3,AS,ANC,FAI,2250.0,0.0,2300-2359,2340.0,0.0,261.0
365256,19,3,AS,SEA,MKE,1128.0,0.0,1100-1159,1712.0,0.0,1694.0
365257,19,3,AS,ANC,PHX,2341.0,0.0,2300-2359,704.0,0.0,2552.0
365258,19,3,AS,MKE,SEA,1826.0,0.0,1800-1859,2046.0,0.0,1694.0
365259,19,3,AS,JNU,SEA,503.0,0.0,0001-0559,852.0,0.0,909.0
365260,19,3,AS,ANC,FAI,1519.0,0.0,1500-1559,1619.0,0.0,261.0
365261,19,3,AS,ANC,JNU,2233.0,0.0,2200-2259,9.0,0.0,571.0
365262,19,3,AS,SMF,SEA,615.0,1.0,0600-0659,809.0,0.0,605.0
365263,19,3,AS,SEA,ANC,2332.0,0.0,2300-2359,201.0,0.0,1448.0
365264,19,3,AS,ANC,FAI,758.0,0.0,0800-0859,910.0,0.0,261.0
365265,19,3,AS,FAI,ANC,2249.0,1.0,1700-1759,2347.0,1.0,261.0
365266,19,3,AS,FAI,ANC,944.0,0.0,0900-0959,1050.0,0.0,261.0
365267,19,3,AS,LAX,ANC,2331.0,0.0,2300-2359,350.0,0.0,2345.0
365268,19,3,AS,FAI,ANC,2104.0,0.0,2100-2159,2205.0,0.0,261.0
365269,19,3,AS,OAK,SEA,1219.0,0.0,1200-1259,1415.0,0.0,672.0
365270,19,3,AS,EWR,LAX,728.0,0.0,0700-0759,1103.0,0.0,2454.0
365271,19,3,AS,SFO,PDX,1420.0,0.0,1400-1459,1559.0,0.0,550.0
365272,19,3,AS,SAN,SEA,1824.0,0.0,1800-1859,2136.0,0.0,1050.0
365273,19,3,AS,JFK,LAX,1907.0,0.0,1900-1959,2305.0,0.0,2475.0
365274,19,3,AS,GEG,SEA,1208.0,0.0,1200-1259,1308.0,0.0,224.0
365275,19,3,AS,SEA,SFO,1347.0,0.0,1300-1359,1554.0,0.0,679.0
365276,19,3,AS,AUS,SJC,1938.0,0.0,1900-1959,2138.0,0.0,1476.0
365277,19,3,AS,SJC,AUS,948.0,0.0,0900-0959,1459.0,0.0,1476.0
365278,19,3,AS,SJC,AUS,1732.0,0.0,1700-1759,2237.0,0.0,1476.0
365279,19,3,AS,SEA,LAX,557.0,0.0,0600-0659,850.0,0.0,954.0
365280,19,3,AS,SJC,SEA,1811.0,0.0,1800-1859,2006.0,0.0,696.0
365281,19,3,AS,SJC,SEA,628.0,0.0,0600-0659,853.0,0.0,696.0
365282,19,3,AS,SFO,JFK,1500.0,0.0,1500-1559,2256.0,0.0,2586.0
365283,19,3,AS,SJC,SEA,1213.0,0.0,1200-1259,1416.0,0.0,696.0
365284,19,3,AS,SEA,SJC,1550.0,0.0,1600-1659,1759.0,0.0,696.0
365285,19,3,AS,LAX,FLL,811.0,0.0,0800-0859,1540.0,0.0,2343.0
365286,19,3,AS,SAN,PDX,731.0,1.0,0700-0759,1007.0,1.0,933.0
365287,19,3,AS,SFO,EWR,2111.0,0.0,2100-2159,514.0,0.0,2565.0
365288,19,3,AS,OAK,SEA,1821.0,0.0,1800-1859,2029.0,0.0,672.0
365289,19,3,AS,FLL,LAX,1707.0,0.0,1700-1759,2004.0,0.0,2343.0
365290,19,3,AS,PDX,SNA,628.0,0.0,0600-0659,848.0,0.0,859.0
365291,19,3,AS,MCO,SAN,1802.0,0.0,1800-1859,2040.0,0.0,2149.0
365292,19,3,AS,SFO,EWR,655.0,0.0,0700-0759,1443.0,0.0,2565.0
365293,19,3,AS,EWR,LAX,1614.0,0.0,1600-1659,1959.0,0.0,2454.0
365294,19,3,AS,SEA,SJC,655.0,0.0,0700-0759,859.0,0.0,696.0
365295,19,3,AS,LAX,SEA,1953.0,1.0,1900-1959,2228.0,0.0,954.0
365296,19,3,AS,SEA,IAH,1153.0,0.0,1100-1159,1814.0,0.0,1874.0
365297,19,3,AS,SMF,SEA,1524.0,1.0,1400-1459,1702.0,1.0,605.0
365298,19,3,AS,SEA,OAK,2125.0,0.0,2100-2159,2330.0,0.0,672.0
365299,19,3,AS,OAK,SEA,827.0,0.0,0800-0859,1025.0,0.0,672.0
365300,19,3,AS,SFO,SEA,1711.0,0.0,1700-1759,1905.0,0.0,679.0
365301,19,3,AS,SFO,PDX,1954.0,1.0,1800-1859,2128.0,1.0,550.0
365302,19,3,AS,EWR,SFO,706.0,0.0,0700-0759,1058.0,0.0,2565.0
365303,19,3,AS,SFO,PDX,2257.0,1.0,2100-2159,34.0,1.0,550.0
365304,19,3,AS,SEA,SFO,1455.0,0.0,1500-1559,1706.0,0.0,679.0
365305,19,3,AS,LAX,PDX,954.0,0.0,1000-1059,1227.0,0.0,834.0
365306,19,3,AS,SEA,OAK,1526.0,0.0,1500-1559,1739.0,0.0,672.0
365307,19,3,AS,PDX,SAN,1725.0,0.0,1700-1759,1953.0,0.0,933.0
365308,19,3,AS,EWR,SFO,1511.0,0.0,1500-1559,1859.0,0.0,2565.0
365309,19,3,AS,SFO,SEA,1001.0,0.0,1000-1059,1204.0,0.0,679.0
365310,19,3,AS,SFO,PDX,907.0,0.0,0900-0959,1052.0,0.0,550.0
365311,19,3,AS,PDX,SFO,1825.0,0.0,1800-1859,2010.0,0.0,550.0
365312,19,3,AS,PDX,SFO,1748.0,1.0,1600-1659,1939.0,1.0,550.0
365313,19,3,AS,SEA,PSP,812.0,0.0,0800-0859,1109.0,0.0,987.0
365314,19,3,AS,SJC,PDX,751.0,0.0,0800-0859,956.0,0.0,569.0
365315,19,3,AS,SEA,PSP,2116.0,0.0,2100-2159,2355.0,0.0,987.0
365316,19,3,AS,SEA,LAX,1604.0,1.0,1500-1559,1853.0,1.0,954.0
365317,19,3,AS,SEA,LAX,1141.0,0.0,1100-1159,1433.0,0.0,954.0
365318,19,3,AS,LAX,JFK,729.0,1.0,0700-0759,1512.0,0.0,2475.0
365319,19,3,AS,JFK,LAX,1257.0,0.0,1300-1359,1647.0,0.0,2475.0
365320,19,3,AS,SEA,PIT,732.0,0.0,0700-0759,1453.0,0.0,2125.0
365321,19,3,AS,PIT,SEA,1610.0,0.0,1600-1659,1837.0,0.0,2125.0
365322,19,3,AS,PDX,SJC,1457.0,0.0,1500-1559,1646.0,0.0,569.0
365323,19,3,AS,LAX,SEA,1011.0,1.0,0900-0959,1244.0,0.0,954.0
365324,19,3,AS,SEA,LAX,822.0,1.0,0800-0859,1105.0,1.0,954.0
365325,19,3,AS,PHX,SEA,1230.0,0.0,1200-1259,1427.0,0.0,1107.0
365326,19,3,AS,JFK,LAX,1722.0,0.0,1700-1759,2100.0,0.0,2475.0
365327,19,3,AS,PDX,SFO,1948.0,0.0,1900-1959,2157.0,0.0,550.0
365328,19,3,AS,SEA,LAX,1740.0,0.0,1700-1759,2036.0,0.0,954.0
365329,19,3,AS,PDX,SFO,1139.0,1.0,1100-1159,1318.0,1.0,550.0
365330,19,3,AS,SJC,SEA,1412.0,0.0,1400-1459,1620.0,0.0,696.0
365331,19,3,AS,SJC,SEA,1555.0,0.0,1600-1659,1800.0,0.0,696.0
365332,19,3,AS,LAX,SEA,1536.0,0.0,1500-1559,1815.0,0.0,954.0
365333,19,3,AS,SEA,LAX,1917.0,1.0,1800-1859,2200.0,1.0,954.0
365334,19,3,AS,SFO,PDX,1246.0,1.0,1200-1259,1421.0,0.0,550.0
365335,19,3,AS,SEA,LAX,957.0,0.0,1000-1059,1242.0,0.0,954.0
365336,19,3,AS,LAX,SEA,1653.0,0.0,1700-1759,1934.0,0.0,954.0
365337,19,3,AS,LAX,SEA,1412.0,0.0,1400-1459,1652.0,0.0,954.0
365338,19,3,AS,SEA,LAX,1957.0,0.0,1900-1959,2249.0,0.0,954.0
365339,19,3,AS,PDX,EWR,551.0,0.0,0600-0659,1359.0,0.0,2434.0
365340,19,3,AS,PDX,JFK,1354.0,0.0,1400-1459,2153.0,0.0,2454.0
365341,19,3,AS,LAX,JFK,939.0,0.0,0900-0959,1738.0,0.0,2475.0
365342,19,3,AS,LAX,SEA,601.0,0.0,0600-0659,857.0,0.0,954.0
365343,19,3,AS,SEA,LAX,2217.0,1.0,2100-2159,48.0,1.0,954.0
365344,19,3,AS,SEA,SLC,2133.0,0.0,2100-2159,30.0,0.0,689.0
365345,19,3,AS,SBA,SEA,1324.0,0.0,1300-1359,1555.0,0.0,908.0
365346,19,3,AS,SLC,SEA,555.0,0.0,0600-0659,714.0,0.0,689.0
365347,19,3,AS,LAX,JFK,2320.0,0.0,2300-2359,726.0,0.0,2475.0
365348,19,3,AS,SEA,ONT,1356.0,0.0,1400-1459,1634.0,0.0,956.0
365349,19,3,AS,LAX,SEA,1115.0,0.0,1100-1159,1356.0,0.0,954.0
365350,19,3,AS,LAX,JFK,1530.0,0.0,1500-1559,2327.0,0.0,2475.0
365351,19,3,AS,LAX,SEA,1228.0,0.0,1200-1259,1503.0,0.0,954.0
365352,19,3,AS,LAX,JFK,2123.0,0.0,2100-2159,502.0,0.0,2475.0
365353,19,3,AS,LAS,LAX,624.0,0.0,0600-0659,756.0,0.0,236.0
365354,19,3,AS,RNO,SEA,1623.0,0.0,1600-1659,1825.0,0.0,564.0
365355,19,3,AS,SEA,RNO,1354.0,0.0,1300-1359,1541.0,0.0,564.0
365356,19,3,AS,SEA,SBA,952.0,0.0,1000-1059,1238.0,0.0,908.0
365357,19,3,AS,SEA,MCI,744.0,0.0,0700-0759,1321.0,0.0,1489.0
365358,19,3,AS,SMF,SEA,1847.0,1.0,1800-1859,2058.0,1.0,605.0
365359,19,3,AS,SMF,SEA,855.0,0.0,0900-0959,1043.0,0.0,605.0
365360,19,3,AS,SEA,LAX,1318.0,0.0,1300-1359,1545.0,0.0,954.0
365361,19,3,AS,ONT,SEA,1725.0,0.0,1700-1759,1954.0,0.0,956.0
365362,19,3,AS,LAX,LAS,2125.0,0.0,2100-2159,2240.0,0.0,236.0
365363,19,3,AS,LAX,PDX,1511.0,1.0,1300-1359,1740.0,1.0,834.0
365364,19,3,AS,SEA,SAN,730.0,0.0,0700-0759,1022.0,0.0,1050.0
365365,19,3,AS,SEA,SAT,1147.0,0.0,1200-1259,1756.0,0.0,1774.0
365366,19,3,AS,SEA,SAT,1752.0,0.0,1800-1859,2357.0,0.0,1774.0
365367,19,3,AS,PDX,LAX,1052.0,0.0,1100-1159,1303.0,0.0,834.0
365368,19,3,AS,SEA,IND,1013.0,0.0,1000-1059,1719.0,0.0,1866.0
365369,19,3,AS,IND,SEA,1818.0,0.0,1800-1859,2010.0,0.0,1866.0
365370,19,3,AS,SEA,SNA,938.0,0.0,0900-0959,1222.0,0.0,978.0
365371,19,3,AS,SNA,SEA,1916.0,0.0,1900-1959,2248.0,1.0,978.0
365372,19,3,AS,SEA,SNA,753.0,0.0,0700-0759,1051.0,0.0,978.0
365373,19,3,AS,SNA,SEA,1520.0,0.0,1500-1559,1759.0,0.0,978.0
365374,19,3,AS,SEA,SNA,1433.0,1.0,1300-1359,1708.0,1.0,978.0
365375,19,3,AS,SNA,SEA,1747.0,1.0,1700-1759,2033.0,0.0,978.0
365376,19,3,AS,SEA,SNA,1721.0,0.0,1700-1759,2009.0,0.0,978.0
365377,19,3,AS,LAX,EWR,723.0,1.0,0600-0659,1508.0,0.0,2454.0
365378,19,3,AS,SEA,SJC,1017.0,0.0,1000-1059,1230.0,0.0,696.0
365379,19,3,AS,PSP,SEA,1936.0,0.0,1900-1959,2250.0,1.0,987.0
365380,19,3,AS,SEA,SNA,1923.0,0.0,1900-1959,2213.0,0.0,978.0
365381,19,3,AS,SNA,SEA,644.0,0.0,0700-0759,946.0,0.0,978.0
365382,19,3,AS,SEA,BUR,1550.0,0.0,1500-1559,1831.0,0.0,937.0
365383,19,3,AS,SNA,SEA,939.0,0.0,0900-0959,1220.0,0.0,978.0
365384,19,3,AS,TPA,SEA,757.0,0.0,0800-0859,1110.0,0.0,2520.0
365385,19,3,AS,SNA,PDX,1541.0,0.0,1500-1559,1811.0,0.0,859.0
365386,19,3,AS,TPA,SEA,1750.0,0.0,1700-1759,2139.0,1.0,2520.0
365387,19,3,AS,BUR,SEA,1454.0,0.0,1500-1559,1727.0,0.0,937.0
365388,19,3,AS,SEA,ONT,838.0,0.0,0800-0859,1103.0,0.0,956.0
365389,19,3,AS,LAX,SEA,720.0,0.0,0700-0759,1014.0,0.0,954.0
365390,19,3,AS,SEA,OAK,933.0,0.0,0900-0959,1130.0,0.0,672.0
365391,19,3,AS,ONT,SEA,959.0,0.0,1000-1059,1235.0,0.0,956.0
365392,19,3,AS,FAI,SCC,1433.0,0.0,1400-1459,1538.0,0.0,373.0
365393,19,3,AS,ANC,FAI,1249.0,0.0,1200-1259,1352.0,0.0,261.0
365394,19,3,AS,SCC,ANC,1622.0,0.0,1600-1659,1806.0,0.0,626.0
365395,19,3,AS,SAN,SEA,1130.0,0.0,1100-1159,1429.0,0.0,1050.0
365396,19,3,AS,PDX,LAX,1814.0,1.0,1700-1759,2031.0,1.0,834.0
365397,19,3,AS,SEA,SMF,1559.0,1.0,1500-1559,1758.0,1.0,605.0
365398,19,3,AS,SEA,SMF,1943.0,0.0,1900-1959,2133.0,0.0,605.0
365400,19,3,AS,SNA,SEA,1137.0,0.0,1100-1159,1436.0,0.0,978.0
365401,19,3,AS,PDX,SAN,2031.0,0.0,2000-2059,2253.0,0.0,933.0
365402,19,3,AS,SNA,SEA,1309.0,0.0,1300-1359,1546.0,0.0,978.0
365403,19,3,AS,LAX,EWR,2240.0,1.0,2200-2259,632.0,1.0,2454.0
365404,19,3,AS,LAX,PDX,2131.0,0.0,2100-2159,2345.0,0.0,834.0
365405,19,3,AS,SLC,SEA,1724.0,0.0,1700-1759,1826.0,0.0,689.0
365406,19,3,AS,SNA,PDX,2031.0,0.0,2000-2059,2255.0,0.0,859.0
365407,19,3,AS,PDX,LAX,759.0,0.0,0800-0859,1009.0,0.0,834.0
365408,19,3,AS,IAH,SEA,551.0,0.0,0600-0659,839.0,0.0,1874.0
365409,19,3,AS,PDX,SAN,1148.0,0.0,1100-1159,1407.0,0.0,933.0
365410,19,3,AS,PSP,SEA,1155.0,0.0,1100-1159,1442.0,0.0,987.0
365411,19,3,AS,SEA,SAN,1432.0,0.0,1400-1459,1711.0,0.0,1050.0
365412,19,3,AS,SAN,PDX,1821.0,0.0,1800-1859,2040.0,0.0,933.0
365413,19,3,AS,SEA,BUR,851.0,1.0,0800-0859,1120.0,1.0,937.0
365414,19,3,AS,SAN,SEA,943.0,0.0,0900-0959,1244.0,0.0,1050.0
365415,19,3,AS,PDX,SNA,1153.0,0.0,1200-1259,1413.0,0.0,859.0
365416,19,3,AS,PHX,SEA,1430.0,0.0,1400-1459,1636.0,0.0,1107.0
365417,19,3,AS,BUR,SEA,1919.0,0.0,1900-1959,2202.0,0.0,937.0
365418,19,3,AS,SEA,BOI,2134.0,0.0,2100-2159,2354.0,0.0,399.0
365419,19,3,AS,SAN,PDX,1052.0,0.0,1100-1159,1325.0,0.0,933.0
365420,19,3,AS,PDX,LAX,1325.0,0.0,1300-1359,1536.0,0.0,834.0
365421,19,3,AS,SEA,LAS,1942.0,0.0,1900-1959,2220.0,0.0,867.0
365422,19,3,AS,PDX,AUS,1311.0,0.0,1300-1359,1854.0,0.0,1715.0
365423,19,3,AS,AUS,PDX,1451.0,0.0,1400-1459,1710.0,0.0,1715.0
365424,19,3,AS,SEA,LAS,2128.0,0.0,2100-2159,2350.0,0.0,867.0
365425,19,3,AS,LAS,SEA,1540.0,0.0,1500-1559,1814.0,0.0,867.0
365426,19,3,AS,LAS,SEA,1816.0,0.0,1800-1859,2111.0,0.0,867.0
365427,19,3,AS,SEA,SMF,1311.0,1.0,1100-1159,1446.0,1.0,605.0
365428,19,3,AS,PHX,SEA,822.0,0.0,0800-0859,1019.0,0.0,1107.0
365429,19,3,AS,PHX,SEA,2010.0,0.0,2000-2059,2311.0,1.0,1107.0
365430,19,3,AS,ONT,SEA,619.0,0.0,0600-0659,908.0,0.0,956.0
365431,19,3,AS,SEA,ONT,2122.0,0.0,2100-2159,2350.0,0.0,956.0
365432,19,3,AS,AUS,SEA,1935.0,0.0,1900-1959,2157.0,0.0,1770.0
365433,19,3,AS,SEA,PHX,1336.0,0.0,1300-1359,1721.0,0.0,1107.0
365434,19,3,AS,JFK,SFO,716.0,0.0,0700-0759,1057.0,0.0,2586.0
365435,19,3,AS,SEA,LAS,1621.0,1.0,1600-1659,1846.0,1.0,867.0
365436,19,3,AS,SEA,JFK,755.0,0.0,0800-0859,1607.0,0.0,2422.0
365437,19,3,AS,JFK,SFO,1116.0,0.0,1100-1159,1510.0,0.0,2586.0
365438,19,3,AS,SEA,SNA,1541.0,0.0,1500-1559,1831.0,0.0,978.0
365439,19,3,AS,PHX,SEA,1656.0,0.0,1600-1659,1851.0,0.0,1107.0
365440,19,3,AS,SEA,PHX,1946.0,0.0,1900-1959,2332.0,0.0,1107.0
365441,19,3,AS,PHX,SEA,556.0,0.0,0600-0659,757.0,0.0,1107.0
365442,19,3,AS,PDX,PHX,1932.0,0.0,1900-1959,2252.0,0.0,1009.0
365443,19,3,AS,TUS,SEA,1511.0,0.0,1500-1559,1714.0,0.0,1216.0
365444,19,3,AS,SEA,DFW,1319.0,1.0,1100-1159,1931.0,1.0,1660.0
365445,19,3,AS,PDX,PHX,945.0,0.0,0900-0959,1315.0,0.0,1009.0
365446,19,3,AS,SAT,SEA,621.0,0.0,0600-0659,846.0,0.0,1774.0
365447,19,3,AS,SEA,PHX,1815.0,0.0,1800-1859,2157.0,0.0,1107.0
365448,19,3,AS,SAT,SEA,1852.0,0.0,1900-1959,2129.0,0.0,1774.0
365449,19,3,AS,SEA,TUS,1014.0,0.0,1000-1059,1417.0,0.0,1216.0
365450,19,3,AS,PHX,SEA,1816.0,0.0,1800-1859,2023.0,0.0,1107.0
365451,19,3,AS,SEA,PHX,1209.0,0.0,1100-1159,1556.0,0.0,1107.0
365452,19,3,AS,DFW,SEA,1439.0,0.0,1400-1459,1649.0,0.0,1660.0
365453,19,3,AS,PDX,DFW,806.0,1.0,0700-0759,1339.0,1.0,1616.0
365454,19,3,AS,DEN,SEA,1128.0,0.0,1100-1159,1345.0,0.0,1024.0
365455,19,3,AS,SEA,PHX,1523.0,0.0,1500-1559,1914.0,0.0,1107.0
365456,19,3,AS,DFW,PDX,1328.0,1.0,1300-1359,1526.0,0.0,1616.0
365457,19,3,AS,SEA,PHX,942.0,0.0,0900-0959,1326.0,0.0,1107.0
365458,19,3,AS,JFK,SFO,1630.0,0.0,1600-1659,2035.0,0.0,2586.0
365459,19,3,AS,SEA,DFW,602.0,0.0,0600-0659,1205.0,0.0,1660.0
365460,19,3,AS,PHX,PDX,1416.0,0.0,1400-1459,1602.0,0.0,1009.0
365461,19,3,AS,SEA,SJC,1144.0,0.0,1100-1159,1351.0,0.0,696.0
365462,19,3,AS,DFW,SEA,2035.0,1.0,1800-1859,2306.0,1.0,1660.0
365463,19,3,AS,SEA,DEN,707.0,0.0,0700-0759,1041.0,0.0,1024.0
365464,19,3,AS,DEN,SEA,656.0,0.0,0700-0759,906.0,0.0,1024.0
365465,19,3,AS,SEA,PHX,743.0,0.0,0700-0759,1129.0,0.0,1107.0
365466,19,3,AS,MCI,SEA,624.0,0.0,0600-0659,833.0,0.0,1489.0
365467,19,3,AS,PDX,ORD,1018.0,0.0,1000-1059,1630.0,0.0,1739.0
365468,19,3,AS,ORD,PDX,1528.0,0.0,1500-1559,1746.0,0.0,1739.0
365469,19,3,AS,SEA,LAS,1443.0,0.0,1400-1459,1715.0,0.0,867.0
365470,19,3,AS,GEG,SEA,656.0,0.0,0700-0759,818.0,0.0,224.0
365471,19,3,AS,SEA,KOA,1011.0,0.0,1000-1059,1432.0,0.0,2688.0
365472,19,3,AS,SEA,DEN,1949.0,0.0,1900-1959,2320.0,0.0,1024.0
365473,19,3,AS,IAH,SEA,1921.0,0.0,1900-1959,2156.0,0.0,1874.0
365474,19,3,AS,SEA,IAH,1737.0,0.0,1700-1759,2354.0,0.0,1874.0
365475,19,3,AS,MSY,SEA,1905.0,1.0,0700-0759,2225.0,1.0,2086.0
365476,19,3,AS,MSY,SEA,1823.0,1.0,1800-1859,2118.0,0.0,2086.0
365477,19,3,AS,SEA,SAN,2047.0,0.0,2000-2059,2340.0,0.0,1050.0
365478,19,3,AS,SEA,RDU,854.0,1.0,0800-0859,1643.0,1.0,2354.0
365479,19,3,AS,SFO,LAS,1327.0,0.0,1300-1359,1452.0,0.0,414.0
365480,19,3,AS,SEA,OMA,944.0,0.0,0900-0959,1459.0,0.0,1368.0
365481,19,3,AS,SEA,SLC,1333.0,0.0,1300-1359,1631.0,0.0,689.0
365482,19,3,AS,SEA,SLC,1943.0,0.0,1900-1959,2238.0,0.0,689.0
365483,19,3,AS,SLC,SEA,736.0,0.0,0700-0759,857.0,0.0,689.0
365484,19,3,AS,MCO,PDX,1054.0,0.0,1100-1159,1408.0,0.0,2534.0
