,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,DISTANCE
72323,4,2,AS,SAN,SEA,926.0,0.0,0900-0959,1301.0,0.0,1050.0
72324,4,2,AS,PDX,SNA,1201.0,0.0,1200-1259,1353.0,0.0,859.0
72325,4,2,AS,PHX,SEA,1457.0,1.0,1400-1459,1720.0,1.0,1107.0
72326,4,2,AS,BUR,SEA,1909.0,0.0,1900-1959,2238.0,1.0,937.0
72327,4,2,AS,SEA,BOI,2.0,1.0,2100-2159,211.0,1.0,399.0
72328,4,2,AS,SAN,PDX,1050.0,0.0,1100-1159,1349.0,0.0,933.0
72329,4,2,AS,PDX,LAX,1326.0,0.0,1300-1359,1533.0,0.0,834.0
72330,4,2,AS,SEA,LAS,1955.0,0.0,1900-1959,2211.0,0.0,867.0
72331,4,2,AS,PDX,AUS,1309.0,0.0,1300-1359,1858.0,0.0,1715.0
72332,4,2,AS,AUS,PDX,1452.0,0.0,1400-1459,1716.0,0.0,1715.0
72333,4,2,AS,SEA,LAS,2221.0,1.0,2100-2159,25.0,1.0,867.0
72334,4,2,AS,LAS,SEA,1524.0,1.0,1500-1559,1828.0,1.0,867.0
72335,4,2,AS,LAS,SEA,1811.0,0.0,1800-1859,2117.0,0.0,867.0
72336,4,2,AS,SEA,SMF,1136.0,0.0,1100-1159,1334.0,0.0,605.0
72337,4,2,AS,PHX,SEA,813.0,0.0,0800-0859,1030.0,0.0,1107.0
72338,4,2,AS,PHX,SEA,2006.0,0.0,2000-2059,2246.0,1.0,1107.0
72339,4,2,AS,ONT,SEA,617.0,0.0,0600-0659,930.0,1.0,956.0
72340,4,2,AS,SEA,ONT,2143.0,1.0,2100-2159,2400.0,0.0,956.0
72341,4,2,AS,AUS,SEA,2005.0,1.0,1900-1959,2228.0,0.0,1770.0
72342,4,2,AS,SEA,PHX,1330.0,0.0,1300-1359,1734.0,0.0,1107.0
72343,4,2,AS,JFK,SFO,716.0,0.0,0700-0759,1113.0,0.0,2586.0
72344,4,2,AS,PHX,ANC,18.0,0.0,0001-0559,450.0,1.0,2552.0
72345,4,2,AS,SEA,LAS,1547.0,0.0,1600-1659,1824.0,0.0,867.0
72346,4,2,AS,SEA,JFK,801.0,0.0,0800-0859,1608.0,0.0,2422.0
72347,4,2,AS,JFK,SFO,1125.0,0.0,1100-1159,1504.0,0.0,2586.0
72348,4,2,AS,SEA,SNA,1543.0,0.0,1500-1559,1802.0,0.0,978.0
72349,4,2,AS,PHX,SEA,1622.0,0.0,1600-1659,1846.0,0.0,1107.0
72350,4,2,AS,SEA,PHX,2017.0,1.0,1900-1959,2354.0,0.0,1107.0
72351,4,2,AS,PHX,SEA,554.0,0.0,0600-0659,817.0,0.0,1107.0
72352,4,2,AS,PDX,PHX,1929.0,0.0,1900-1959,2245.0,0.0,1009.0
72353,4,2,AS,TUS,SEA,1558.0,1.0,1500-1559,1831.0,1.0,1216.0
72354,4,2,AS,SEA,DFW,1151.0,0.0,1100-1159,1751.0,0.0,1660.0
72355,4,2,AS,PDX,PHX,949.0,0.0,0900-0959,1330.0,0.0,1009.0
72356,4,2,AS,SAT,SEA,616.0,0.0,0600-0659,848.0,0.0,1774.0
72357,4,2,AS,SEA,PHX,1946.0,1.0,1800-1859,2326.0,1.0,1107.0
72358,4,2,AS,SEA,TUS,1102.0,1.0,1000-1059,1512.0,1.0,1216.0
72359,4,2,AS,PHX,SEA,1820.0,0.0,1800-1859,2045.0,0.0,1107.0
72360,4,2,AS,SEA,PHX,1138.0,0.0,1100-1159,1527.0,0.0,1107.0
72361,4,2,AS,DFW,SEA,1726.0,1.0,1300-1359,2003.0,1.0,1660.0
72362,4,2,AS,PDX,DFW,735.0,0.0,0700-0759,1338.0,1.0,1616.0
72364,4,2,AS,SEA,PHX,1528.0,0.0,1500-1559,1906.0,0.0,1107.0
72365,4,2,AS,DFW,PDX,1427.0,0.0,1400-1459,1638.0,0.0,1616.0
72366,4,2,AS,SEA,PHX,946.0,0.0,0900-0959,1400.0,1.0,1107.0
72367,4,2,AS,JFK,SFO,1632.0,0.0,1600-1659,2004.0,0.0,2586.0
72369,4,2,AS,PHX,PDX,1415.0,0.0,1400-1459,1611.0,0.0,1009.0
72370,4,2,AS,SEA,SJC,1135.0,0.0,1100-1159,1339.0,0.0,696.0
72371,4,2,AS,DFW,SEA,1839.0,0.0,1800-1859,2112.0,0.0,1660.0
72372,4,2,AS,DEN,SEA,701.0,0.0,0700-0759,925.0,0.0,1024.0
72373,4,2,AS,SEA,PHX,804.0,1.0,0700-0759,1151.0,0.0,1107.0
72374,4,2,AS,MCI,SEA,620.0,0.0,0600-0659,855.0,0.0,1489.0
72375,4,2,AS,PDX,ORD,1025.0,0.0,1000-1059,1624.0,0.0,1739.0
72376,4,2,AS,ORD,PDX,1535.0,0.0,1500-1559,1759.0,0.0,1739.0
72377,4,2,AS,SEA,LAS,1446.0,0.0,1400-1459,1653.0,0.0,867.0
72378,4,2,AS,GEG,SEA,700.0,0.0,0700-0759,826.0,0.0,224.0
72379,4,2,AS,SEA,KOA,939.0,0.0,0900-0959,1422.0,0.0,2688.0
72380,4,2,AS,IAH,SEA,2001.0,1.0,1900-1959,2249.0,1.0,1874.0
72381,4,2,AS,MSY,SEA,709.0,0.0,0700-0759,1027.0,0.0,2086.0
72382,4,2,AS,SEA,SAN,1943.0,0.0,1900-1959,2224.0,0.0,1050.0
72383,4,2,AS,SEA,RDU,810.0,0.0,0800-0859,1556.0,0.0,2354.0
72384,4,2,AS,HNL,SFO,1659.0,0.0,1700-1759,21.0,0.0,2398.0
72385,4,2,AS,SFO,LAS,1304.0,1.0,1200-1259,1438.0,1.0,414.0
72386,4,2,AS,SEA,OMA,935.0,0.0,0900-0959,1438.0,0.0,1368.0
72387,4,2,AS,SEA,SLC,1331.0,0.0,1300-1359,1636.0,0.0,689.0
72388,4,2,AS,MCO,PDX,1813.0,0.0,1800-1859,2117.0,0.0,2534.0
72389,4,2,AS,ANC,SEA,450.0,0.0,0001-0559,911.0,0.0,1448.0
72390,4,2,AS,SEA,ANC,2127.0,0.0,2100-2159,17.0,0.0,1448.0
72391,4,2,AS,SEA,MCI,1822.0,0.0,1800-1859,2339.0,0.0,1489.0
72392,4,2,AS,BWI,LAX,706.0,0.0,0700-0759,947.0,0.0,2329.0
72393,4,2,AS,SFO,HNL,1029.0,1.0,0900-0959,1336.0,0.0,2398.0
72394,4,2,AS,ATL,SEA,1625.0,0.0,1600-1659,1855.0,0.0,2182.0
72395,4,2,AS,SEA,ATL,745.0,0.0,0700-0759,1531.0,0.0,2182.0
72396,4,2,AS,SEA,STL,1251.0,0.0,1200-1259,1858.0,1.0,1709.0
72397,4,2,AS,SEA,SAN,1752.0,0.0,1700-1759,2016.0,0.0,1050.0
72399,4,2,AS,RDU,SEA,1706.0,0.0,1700-1759,2003.0,0.0,2354.0
72400,4,2,AS,SFO,KOA,1216.0,0.0,1200-1259,1525.0,0.0,2367.0
72401,4,2,AS,OMA,SEA,1540.0,0.0,1500-1559,1707.0,0.0,1368.0
72402,4,2,AS,SAN,MCO,741.0,0.0,0700-0759,1528.0,0.0,2149.0
72403,4,2,AS,PDX,DCA,931.0,0.0,0900-0959,1729.0,0.0,2350.0
72404,4,2,AS,BWI,SEA,1650.0,0.0,1700-1759,2007.0,0.0,2335.0
72405,4,2,AS,SEA,TPA,818.0,0.0,0800-0859,1643.0,0.0,2520.0
72406,4,2,AS,DCA,PDX,1828.0,0.0,1800-1859,2132.0,0.0,2350.0
72407,4,2,AS,SAN,EWR,756.0,0.0,0800-0859,1554.0,0.0,2425.0
72408,4,2,AS,EWR,SAN,1814.0,0.0,1800-1859,2124.0,0.0,2425.0
72409,4,2,AS,SEA,TPA,2223.0,0.0,2200-2259,634.0,0.0,2520.0
72410,4,2,AS,SEA,IAH,1756.0,1.0,1700-1759,15.0,1.0,1874.0
72411,4,2,AS,STL,SEA,1948.0,0.0,1900-1959,2215.0,0.0,1709.0
72412,4,2,AS,LAS,PDX,831.0,0.0,0800-0859,1103.0,0.0,763.0
72413,4,2,AS,PDX,MCO,732.0,0.0,0700-0759,1610.0,1.0,2534.0
72414,4,2,AS,EWR,SJC,1722.0,0.0,1700-1759,2057.0,0.0,2548.0
72415,4,2,AS,SEA,MSY,1008.0,0.0,1000-1059,1708.0,1.0,2086.0
72416,4,2,AS,SJC,EWR,843.0,0.0,0800-0859,1735.0,1.0,2548.0
72417,4,2,AS,EWR,SEA,844.0,0.0,0900-0959,1238.0,0.0,2402.0
72418,4,2,AS,DTW,SEA,1833.0,0.0,1800-1859,2036.0,0.0,1927.0
72419,4,2,AS,SEA,DTW,952.0,0.0,1000-1059,1756.0,1.0,1927.0
72420,4,2,AS,SEA,MCO,1543.0,0.0,1500-1559,16.0,1.0,2554.0
72421,4,2,AS,OGG,SMF,1626.0,0.0,1600-1659,2354.0,1.0,2404.0
72422,4,2,AS,SAN,SEA,722.0,0.0,0700-0759,1110.0,1.0,1050.0
72423,4,2,AS,SEA,OGG,810.0,0.0,0800-0859,1202.0,0.0,2640.0
72424,4,2,AS,OGG,SAN,1611.0,0.0,1600-1659,2337.0,0.0,2541.0
72425,4,2,AS,SEA,KOA,1752.0,1.0,1700-1759,2153.0,0.0,2688.0
72426,4,2,AS,PDX,OGG,916.0,0.0,0900-0959,1233.0,0.0,2562.0
72427,4,2,AS,SEA,SNA,1203.0,0.0,1200-1259,1444.0,0.0,978.0
72428,4,2,AS,OAK,OGG,1141.0,0.0,1100-1159,1437.0,0.0,2349.0
72429,4,2,AS,LAX,OGG,937.0,0.0,0900-0959,1341.0,0.0,2486.0
72430,4,2,AS,LIH,SEA,2245.0,0.0,2300-2359,624.0,0.0,2701.0
72431,4,2,AS,LAX,HNL,1142.0,0.0,1100-1159,1512.0,0.0,2556.0
72432,4,2,AS,HNL,SEA,2301.0,0.0,2300-2359,701.0,0.0,2677.0
72433,4,2,AS,OGG,SEA,1152.0,0.0,1200-1259,1933.0,0.0,2640.0
72434,4,2,AS,OGG,SEA,1426.0,0.0,1400-1459,2220.0,0.0,2640.0
72435,4,2,AS,OGG,PDX,2326.0,0.0,2300-2359,652.0,0.0,2562.0
72436,4,2,AS,SEA,SMF,657.0,0.0,0700-0759,855.0,0.0,605.0
72437,4,2,AS,ANC,OGG,947.0,0.0,0900-0959,1517.0,0.0,2797.0
72438,4,2,AS,SMF,OGG,658.0,0.0,0700-0759,1006.0,0.0,2404.0
72439,4,2,AS,KOA,OAK,1712.0,0.0,1700-1759,35.0,0.0,2378.0
72440,4,2,AS,SAN,OGG,652.0,0.0,0700-0759,1021.0,0.0,2541.0
72441,4,2,AS,HNL,SJC,1526.0,0.0,1500-1559,2306.0,1.0,2417.0
72442,4,2,AS,SEA,OGG,1800.0,0.0,1800-1859,2240.0,0.0,2640.0
72443,4,2,AS,LIH,SEA,1153.0,0.0,1100-1159,1959.0,1.0,2701.0
72444,4,2,AS,PDX,HNL,838.0,0.0,0800-0859,1210.0,0.0,2603.0
72445,4,2,AS,HNL,PDX,1311.0,0.0,1300-1359,2054.0,0.0,2603.0
72446,4,2,AS,LIH,PDX,1300.0,0.0,1300-1359,2039.0,0.0,2631.0
72447,4,2,AS,SJC,HNL,654.0,0.0,0700-0759,959.0,0.0,2417.0
72448,4,2,AS,SEA,LIH,1740.0,0.0,1700-1759,2124.0,0.0,2701.0
72449,4,2,AS,PDX,LIH,754.0,0.0,0700-0759,1202.0,0.0,2631.0
72450,4,2,AS,OGG,OAK,1744.0,0.0,1700-1759,56.0,0.0,2349.0
72451,4,2,AS,SEA,PSP,1551.0,0.0,1500-1559,1820.0,0.0,987.0
72452,4,2,AS,KOA,SMF,1512.0,0.0,1500-1559,2244.0,1.0,2435.0
72453,4,2,AS,SMF,KOA,1058.0,0.0,1100-1159,1412.0,0.0,2435.0
72454,4,2,AS,SEA,HNL,956.0,0.0,1000-1059,1430.0,0.0,2677.0
72455,4,2,AS,HNL,SEA,1356.0,0.0,1400-1459,2229.0,1.0,2677.0
72456,4,2,AS,SEA,HNL,1746.0,0.0,1700-1759,2150.0,0.0,2677.0
72457,4,2,AS,PDX,KOA,845.0,0.0,0800-0859,1220.0,0.0,2607.0
72458,4,2,AS,SEA,OGG,1213.0,0.0,1200-1259,1621.0,0.0,2640.0
72459,4,2,AS,OGG,PDX,1332.0,0.0,1300-1359,2109.0,0.0,2562.0
72460,4,2,AS,PDX,OGG,1804.0,0.0,1800-1859,2134.0,0.0,2562.0
72461,4,2,AS,LAX,FLL,2205.0,0.0,2200-2259,552.0,0.0,2343.0
72462,4,2,AS,HNL,LAX,1227.0,0.0,1200-1259,2013.0,0.0,2556.0
72463,4,2,AS,LIH,OAK,1555.0,0.0,1600-1659,2319.0,0.0,2457.0
72464,4,2,AS,OGG,ANC,1503.0,0.0,1500-1559,2142.0,0.0,2797.0
72465,4,2,AS,ANC,HNL,1528.0,0.0,1500-1559,2041.0,0.0,2777.0
72466,4,2,AS,HNL,ANC,2140.0,0.0,2100-2159,413.0,0.0,2777.0
72467,4,2,AS,KOA,SEA,1218.0,0.0,1200-1259,2029.0,0.0,2688.0
72468,4,2,AS,OAK,LIH,639.0,0.0,0600-0659,955.0,0.0,2457.0
72469,4,2,AS,OGG,SEA,2307.0,0.0,2300-2359,638.0,0.0,2640.0
72470,4,2,AS,SEA,LIH,1022.0,0.0,1000-1059,1434.0,0.0,2701.0
72471,4,2,AS,KOA,SEA,2248.0,0.0,2200-2259,630.0,0.0,2688.0
72472,4,2,AS,OGG,LAX,1213.0,0.0,1200-1259,1944.0,0.0,2486.0
72473,4,2,AS,SEA,SLC,846.0,1.0,0800-0859,1137.0,1.0,689.0
72474,4,2,AS,SLC,SEA,1220.0,1.0,1200-1259,1335.0,0.0,689.0
72475,4,2,AS,MCI,SEA,1458.0,1.0,1300-1359,1658.0,1.0,1489.0
72476,4,2,AS,HNL,SAN,1443.0,0.0,1400-1459,2225.0,0.0,2614.0
72477,4,2,AS,BOI,SEA,755.0,0.0,0800-0859,845.0,0.0,399.0
72478,4,2,AS,SAN,HNL,654.0,0.0,0700-0759,1059.0,0.0,2614.0
72479,4,2,AS,HNL,SEA,1155.0,0.0,1100-1159,1954.0,0.0,2677.0
72480,4,2,AS,SEA,BOI,1152.0,0.0,1200-1259,1503.0,1.0,399.0
72481,4,2,AS,SEA,BUR,1206.0,1.0,1100-1159,1445.0,1.0,937.0
72482,4,2,AS,BOI,SEA,1545.0,1.0,1500-1559,1635.0,1.0,399.0
72483,4,2,AS,FAI,ANC,754.0,0.0,0800-0859,850.0,0.0,261.0
72484,4,2,AS,ONT,PDX,645.0,0.0,0700-0759,930.0,0.0,838.0
72485,4,2,AS,PDX,ONT,647.0,0.0,0700-0759,857.0,0.0,838.0
72486,4,2,AS,ONT,PDX,1203.0,0.0,1200-1259,1523.0,1.0,838.0
72487,4,2,AS,PDX,ONT,1944.0,0.0,1900-1959,2150.0,0.0,838.0
72488,4,2,AS,FLL,LAX,718.0,0.0,0700-0759,1001.0,0.0,2343.0
72489,4,2,AS,FLL,SEA,921.0,1.0,0800-0859,1257.0,0.0,2717.0
72490,4,2,AS,SEA,BWI,745.0,0.0,0700-0759,1541.0,0.0,2335.0
72491,4,2,AS,PHX,SEA,714.0,0.0,0700-0759,938.0,0.0,1107.0
72492,4,2,AS,SEA,PHX,2057.0,0.0,2100-2159,21.0,0.0,1107.0
72493,4,2,AS,KOA,PDX,1357.0,0.0,1400-1459,2147.0,0.0,2607.0
72494,4,2,AS,LAS,SEA,1946.0,1.0,1900-1959,2237.0,1.0,867.0
72495,4,2,AS,PHX,PDX,635.0,0.0,0600-0659,833.0,0.0,1009.0
72496,4,2,AS,BUR,SEA,1151.0,0.0,1100-1159,1458.0,1.0,937.0
72497,4,2,AS,PSP,SEA,639.0,0.0,0600-0659,951.0,0.0,987.0
72498,4,2,AS,SEA,FLL,2313.0,0.0,2300-2359,744.0,0.0,2717.0
72499,4,2,AS,JFK,LAX,1127.0,0.0,1100-1159,1442.0,0.0,2475.0
72500,4,2,AS,SFO,DCA,755.0,0.0,0800-0859,1553.0,0.0,2442.0
72501,4,2,AS,DCA,SFO,1721.0,0.0,1700-1759,2016.0,0.0,2442.0
72502,4,2,AS,LAX,PDX,746.0,0.0,0800-0859,1029.0,0.0,834.0
72503,4,2,AS,SEA,ORD,36.0,0.0,0001-0559,633.0,0.0,1721.0
72504,4,2,AS,ORD,SEA,912.0,0.0,0900-0959,1150.0,0.0,1721.0
72505,4,2,AS,MSP,SEA,630.0,0.0,0600-0659,854.0,0.0,1399.0
72506,4,2,AS,BUR,SEA,750.0,0.0,0700-0759,1113.0,1.0,937.0
72507,4,2,AS,SFO,JFK,858.0,0.0,0900-0959,1741.0,0.0,2586.0
72508,4,2,AS,SFO,JFK,1703.0,1.0,1300-1359,134.0,1.0,2586.0
72509,4,2,AS,PDX,BUR,646.0,0.0,0700-0759,859.0,0.0,817.0
72510,4,2,AS,BUR,PDX,958.0,0.0,1000-1059,1235.0,1.0,817.0
72511,4,2,AS,SAN,BOS,817.0,0.0,0800-0859,1703.0,0.0,2588.0
72512,4,2,AS,AUS,SAN,1609.0,0.0,1600-1659,1704.0,0.0,1164.0
72513,4,2,AS,SAN,AUS,1339.0,0.0,1300-1359,1828.0,0.0,1164.0
72514,4,2,AS,BOS,SAN,1643.0,0.0,1700-1759,2021.0,0.0,2588.0
72515,4,2,AS,JFK,SEA,932.0,0.0,0900-0959,1327.0,1.0,2422.0
72516,4,2,AS,JFK,SEA,1836.0,0.0,1800-1859,2208.0,0.0,2422.0
72517,4,2,AS,SEA,ABQ,735.0,0.0,0700-0759,1122.0,0.0,1180.0
72519,4,2,AS,SEA,IAD,820.0,0.0,0800-0859,1613.0,0.0,2306.0
72520,4,2,AS,SFO,IAD,936.0,0.0,0900-0959,1727.0,0.0,2419.0
72521,4,2,AS,IAD,SEA,1715.0,0.0,1700-1759,2012.0,0.0,2306.0
72522,4,2,AS,SEA,SFO,1945.0,0.0,1900-1959,2140.0,0.0,679.0
72523,4,2,AS,SEA,SFO,2057.0,0.0,2100-2159,2252.0,0.0,679.0
72524,4,2,AS,IAD,LAX,1705.0,0.0,1700-1759,2006.0,0.0,2288.0
72525,4,2,AS,LAX,IAD,748.0,0.0,0800-0859,1522.0,0.0,2288.0
72526,4,2,AS,PDX,SNA,1710.0,0.0,1700-1759,1930.0,0.0,859.0
72527,4,2,AS,SAN,SEA,1532.0,0.0,1500-1559,1848.0,0.0,1050.0
72528,4,2,AS,SAN,SEA,2028.0,0.0,2000-2059,2352.0,0.0,1050.0
72529,4,2,AS,SEA,AUS,1824.0,1.0,1800-1859,13.0,1.0,1770.0
72530,4,2,AS,SEA,BUR,1923.0,0.0,1900-1959,2127.0,0.0,937.0
72531,4,2,AS,SNA,PDX,939.0,0.0,0900-0959,1230.0,0.0,859.0
72532,4,2,AS,ABQ,SEA,1220.0,0.0,1200-1259,1445.0,0.0,1180.0
72533,4,2,AS,SEA,SAN,1556.0,0.0,1500-1559,1818.0,0.0,1050.0
72534,4,2,AS,DEN,SEA,1424.0,0.0,1400-1459,1633.0,0.0,1024.0
72535,4,2,AS,DEN,SEA,1829.0,1.0,1600-1659,2054.0,1.0,1024.0
72536,4,2,AS,PDX,SAN,755.0,0.0,0800-0859,1009.0,0.0,933.0
72537,4,2,AS,SAN,PDX,1502.0,0.0,1500-1559,1816.0,1.0,933.0
72538,4,2,AS,ORD,SFO,1729.0,0.0,1700-1759,1950.0,0.0,1846.0
72539,4,2,AS,SFO,ORD,1016.0,0.0,1000-1059,1634.0,0.0,1846.0
72540,4,2,AS,SFO,AUS,835.0,0.0,0800-0859,1415.0,0.0,1504.0
72541,4,2,AS,SEA,SNA,611.0,0.0,0600-0659,821.0,0.0,978.0
72542,4,2,AS,AUS,SFO,1457.0,0.0,1500-1559,1645.0,0.0,1504.0
72543,4,2,AS,ORD,LAX,1739.0,0.0,1700-1759,2001.0,0.0,1744.0
72544,4,2,AS,LAX,ORD,616.0,0.0,0600-0659,1222.0,0.0,1744.0
72545,4,2,AS,PDX,SFO,723.0,0.0,0700-0759,913.0,0.0,550.0
72546,4,2,AS,PDX,SFO,1322.0,0.0,1300-1359,1456.0,0.0,550.0
72547,4,2,AS,SFO,MCO,958.0,1.0,0900-0959,1819.0,1.0,2446.0
72548,4,2,AS,MCO,SFO,1935.0,1.0,1900-1959,2220.0,0.0,2446.0
72549,4,2,AS,SFO,PDX,655.0,0.0,0700-0759,902.0,0.0,550.0
72550,4,2,AS,SFO,PDX,1616.0,0.0,1600-1659,1808.0,0.0,550.0
72551,4,2,AS,SEA,SFO,2220.0,1.0,2200-2259,7.0,0.0,679.0
72552,4,2,AS,SAN,PDX,655.0,0.0,0700-0759,949.0,0.0,933.0
72553,4,2,AS,SAN,SJC,1930.0,0.0,1900-1959,2109.0,0.0,417.0
72554,4,2,AS,SJC,SEA,748.0,0.0,0800-0859,1027.0,0.0,696.0
72555,4,2,AS,SEA,SJC,1942.0,1.0,1800-1859,2136.0,1.0,696.0
72556,4,2,AS,SFO,BOS,651.0,0.0,0700-0759,1511.0,0.0,2704.0
72557,4,2,AS,BOS,SFO,744.0,0.0,0800-0859,1149.0,0.0,2704.0
72558,4,2,AS,BOS,SFO,1658.0,0.0,1700-1759,2056.0,0.0,2704.0
72559,4,2,AS,LAX,BOS,945.0,0.0,0900-0959,1817.0,0.0,2611.0
72560,4,2,AS,BOS,LAX,1914.0,0.0,1900-1959,2242.0,0.0,2611.0
72561,4,2,AS,SFO,MSY,1150.0,0.0,1200-1259,1814.0,0.0,1911.0
72562,4,2,AS,MSY,SFO,1910.0,0.0,1900-1959,2152.0,0.0,1911.0
72563,4,2,AS,SFO,SEA,655.0,0.0,0700-0759,921.0,0.0,679.0
72564,4,2,AS,SFO,SEA,804.0,0.0,0800-0859,1047.0,0.0,679.0
72565,4,2,AS,JFK,LAX,722.0,0.0,0700-0759,1042.0,0.0,2475.0
72566,4,2,AS,SEA,PDX,2208.0,1.0,2100-2159,2246.0,1.0,129.0
72567,4,2,AS,SEA,PDX,2326.0,0.0,2300-2359,19.0,0.0,129.0
72568,4,2,AS,SEA,OKC,1134.0,0.0,1100-1159,1822.0,1.0,1519.0
72569,4,2,AS,OKC,SEA,1907.0,1.0,1800-1859,2131.0,1.0,1519.0
72570,4,2,AS,SEA,BNA,1024.0,0.0,1000-1059,1704.0,1.0,1978.0
72571,4,2,AS,BNA,SEA,1753.0,0.0,1700-1759,2108.0,0.0,1978.0
72572,4,2,AS,SEA,JFK,1412.0,0.0,1400-1459,2236.0,0.0,2422.0
72573,4,2,AS,SJC,SAN,648.0,0.0,0700-0759,759.0,0.0,417.0
72574,4,2,AS,LAS,LAX,1318.0,0.0,1300-1359,1425.0,0.0,236.0
72575,4,2,AS,PDX,SEA,559.0,0.0,0600-0659,730.0,1.0,129.0
72576,4,2,AS,LAX,LAS,1616.0,0.0,1600-1659,1726.0,0.0,236.0
72577,4,2,AS,LAX,LAS,1134.0,0.0,1100-1159,1301.0,0.0,236.0
72578,4,2,AS,PDX,SEA,1742.0,0.0,1700-1759,1855.0,1.0,129.0
72579,4,2,AS,LAS,LAX,1735.0,0.0,1700-1759,1834.0,0.0,236.0
72580,4,2,AS,PDX,PSP,1149.0,0.0,1100-1159,1401.0,0.0,873.0
72581,4,2,AS,PSP,PDX,1357.0,0.0,1300-1359,1637.0,1.0,873.0
72582,4,2,AS,PDX,PSP,1611.0,1.0,1500-1559,1813.0,0.0,873.0
72583,4,2,AS,PSP,PDX,1858.0,0.0,1900-1959,2142.0,1.0,873.0
72584,4,2,AS,PSP,SEA,1515.0,0.0,1500-1559,1835.0,1.0,987.0
72585,4,2,AS,PDX,LAX,1917.0,0.0,1900-1959,2123.0,0.0,834.0
72586,4,2,AS,SEA,SJC,840.0,1.0,0800-0859,1040.0,1.0,696.0
72587,4,2,AS,SJC,SEA,1017.0,0.0,1000-1059,1239.0,0.0,696.0
72588,4,2,AS,LAS,PDX,1426.0,1.0,1400-1459,1701.0,1.0,763.0
72589,4,2,AS,LAS,PDX,1826.0,0.0,1800-1859,2103.0,0.0,763.0
72590,4,2,AS,SEA,LAS,1207.0,0.0,1200-1259,1458.0,1.0,867.0
72591,4,2,AS,LAS,SEA,1407.0,0.0,1300-1359,1732.0,1.0,867.0
72592,4,2,AS,SEA,LAS,1829.0,0.0,1800-1859,2045.0,0.0,867.0
72593,4,2,AS,PDX,LAS,1018.0,0.0,1000-1059,1224.0,0.0,763.0
72594,4,2,AS,PDX,LAS,1444.0,0.0,1400-1459,1644.0,0.0,763.0
72595,4,2,AS,PDX,LAS,1755.0,0.0,1800-1859,1958.0,0.0,763.0
72596,4,2,AS,LAX,SEA,2151.0,0.0,2200-2259,58.0,0.0,954.0
72597,4,2,AS,SEA,DEN,941.0,0.0,0900-0959,1314.0,0.0,1024.0
72598,4,2,AS,SEA,DEN,1342.0,1.0,1100-1159,1735.0,1.0,1024.0
72599,4,2,AS,SEA,DEN,1613.0,1.0,1500-1559,1951.0,1.0,1024.0
72600,4,2,AS,SEA,LAS,1114.0,0.0,1100-1159,1347.0,0.0,867.0
72601,4,2,AS,SEA,CMH,938.0,0.0,0900-0959,1724.0,0.0,2016.0
72602,4,2,AS,CMH,SEA,1810.0,0.0,1800-1859,2027.0,0.0,2016.0
72603,4,2,AS,SFO,SEA,553.0,0.0,0600-0659,829.0,0.0,679.0
72604,4,2,AS,SEA,SFO,949.0,0.0,0900-0959,1213.0,0.0,679.0
72605,4,2,AS,SEA,SFO,1141.0,0.0,1100-1159,1354.0,0.0,679.0
72606,4,2,AS,SEA,SFO,622.0,0.0,0600-0659,817.0,0.0,679.0
72607,4,2,AS,SFO,SEA,1404.0,0.0,1400-1459,1635.0,1.0,679.0
72608,4,2,AS,SEA,SFO,1722.0,0.0,1700-1759,1914.0,0.0,679.0
72609,4,2,AS,SFO,SEA,1617.0,0.0,1600-1659,1847.0,0.0,679.0
72610,4,2,AS,SEA,SFO,1810.0,0.0,1800-1859,2005.0,0.0,679.0
72611,4,2,AS,SFO,SEA,1806.0,0.0,1800-1859,2033.0,0.0,679.0
72612,4,2,AS,SFO,SEA,2226.0,0.0,2200-2259,40.0,0.0,679.0
72613,4,2,AS,PDX,LAS,719.0,0.0,0700-0759,940.0,0.0,763.0
72614,4,2,AS,LAS,PDX,1021.0,0.0,1000-1059,1255.0,0.0,763.0
72615,4,2,AS,PDX,LAX,551.0,0.0,0600-0659,817.0,0.0,834.0
72616,4,2,AS,LAS,SEA,938.0,0.0,0900-0959,1232.0,0.0,867.0
72617,4,2,AS,SEA,LAX,1624.0,1.0,1400-1459,1840.0,1.0,954.0
72618,4,2,AS,LAS,SEA,1207.0,1.0,1100-1159,1505.0,1.0,867.0
72619,4,2,AS,SEA,LAX,1940.0,1.0,1700-1759,2207.0,1.0,954.0
72620,4,2,AS,SEA,PSP,1005.0,0.0,1000-1059,1303.0,0.0,987.0
72621,4,2,AS,LAX,SEA,1307.0,0.0,1300-1359,1627.0,0.0,954.0
72622,4,2,AS,LAX,PDX,641.0,0.0,0700-0759,941.0,0.0,834.0
72623,4,2,AS,LAX,PDX,1908.0,1.0,1800-1859,2151.0,1.0,834.0
72625,4,2,AS,LAX,PDX,1634.0,0.0,1600-1659,1916.0,0.0,834.0
72626,4,2,AS,LAX,PDX,1949.0,0.0,1900-1959,2228.0,0.0,834.0
72627,4,2,AS,SJC,PDX,1451.0,0.0,1500-1559,1647.0,0.0,569.0
72628,4,2,AS,EWR,PDX,1737.0,0.0,1700-1759,2050.0,0.0,2434.0
